LogID,TicketID,ActionType,ActionByID,ActionAt,PreviousValue,NewValue,Notes
13850,2732,Responded,14,2024-12-09 03:44,Open,In Progress,Initial response sent to client
13851,2732,Resolved,14,2024-12-12 02:46,In Progress,Resolved,Resolution confirmed. Notes added.
13852,2732,Closed,14,2024-12-12 11:46,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13853,2733,Created,78,2024-06-25 04:10,,Open,Ticket created via Phone
13854,2733,Assigned,78,2024-06-25 04:20,Unassigned,Agent 78,Auto-routed by category specialism match
13855,2733,Responded,78,2024-06-25 05:33,Open,In Progress,Initial response sent to client
13856,2733,Status Changed,78,2024-06-25 09:33,In Progress,Pending Client,Pending document verification
13857,2733,Resolved,78,2024-06-25 13:37,In Progress,Resolved,Resolution confirmed. Notes added.
13858,2734,Created,109,2023-08-01 08:07,,Open,Ticket created via Portal
13859,2734,Assigned,109,2023-08-01 08:17,Unassigned,Agent 109,Auto-routed by category specialism match
13860,2734,Responded,109,2023-08-01 09:26,Open,In Progress,Initial response sent to client
13861,2734,Status Changed,109,2023-08-02 03:26,In Progress,Pending Client,Awaiting client confirmation
13862,2734,Resolved,109,2023-08-01 21:25,In Progress,Resolved,Resolution confirmed. Notes added.
13863,2734,Closed,109,2023-08-04 03:25,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13864,2735,Created,55,2023-01-29 02:18,,Open,Ticket created via Email
13865,2735,Assigned,55,2023-01-29 02:31,Unassigned,Agent 55,Auto-routed by category specialism match
13866,2735,Responded,55,2023-01-29 04:58,Open,In Progress,Initial response sent to client
13867,2735,Status Changed,55,2023-01-29 13:58,In Progress,In Progress,Pending document verification
13868,2735,Resolved,55,2023-01-29 16:08,In Progress,Resolved,Resolution confirmed. Notes added.
13869,2736,Created,29,2024-01-15 02:30,,Open,Ticket created via Email
13870,2736,Assigned,29,2024-01-15 02:50,Unassigned,Agent 29,Auto-routed by category specialism match
13871,2736,Responded,29,2024-01-15 05:00,Open,In Progress,Initial response sent to client
13872,2736,Status Changed,29,2024-01-16 05:00,In Progress,In Progress,Pending document verification
13873,2736,Resolved,29,2024-01-17 06:21,In Progress,Resolved,Resolution confirmed. Notes added.
13874,2736,Closed,29,2024-01-19 01:21,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13875,2737,Created,104,2024-06-09 10:22,,Open,Ticket created via Phone
13876,2737,Assigned,104,2024-06-09 10:26,Unassigned,Agent 104,Auto-routed by category specialism match
13877,2737,Responded,104,2024-06-09 11:01,Open,In Progress,Initial response sent to client
13878,2737,Status Changed,104,2024-06-10 08:01,In Progress,In Progress,Awaiting client confirmation
13879,2737,Resolved,104,2024-06-09 22:58,In Progress,Resolved,Resolution confirmed. Notes added.
13880,2737,Closed,104,2024-06-10 12:58,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13881,2738,Created,102,2023-08-06 23:46,,Open,Ticket created via Portal
13882,2738,Assigned,102,2023-08-06 23:54,Unassigned,Agent 102,Auto-routed by category specialism match
13883,2738,Responded,102,2023-08-07 12:14,Open,In Progress,Initial response sent to client
13884,2738,Resolved,102,2023-08-12 20:53,In Progress,Resolved,Resolution confirmed. Notes added.
13885,2738,Closed,102,2023-08-13 14:53,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13886,2739,Created,78,2025-02-17 12:15,,Open,Ticket created via Form
13887,2739,Assigned,78,2025-02-17 12:19,Unassigned,Agent 78,Auto-routed by category specialism match
13888,2739,Responded,78,2025-02-17 19:16,Open,In Progress,Initial response sent to client
13889,2739,Resolved,78,2025-02-23 06:27,In Progress,Resolved,Resolution confirmed. Notes added.
13890,2740,Created,56,2023-04-15 15:30,,Open,Ticket created via Email
13891,2740,Assigned,56,2023-04-15 15:32,Unassigned,Agent 56,Auto-routed by category specialism match
13892,2740,Responded,56,2023-04-15 18:18,Open,In Progress,Initial response sent to client
13893,2740,Status Changed,56,2023-04-16 03:18,In Progress,Pending Client,Query sent to insurer
13894,2740,Resolved,56,2023-04-17 12:04,In Progress,Resolved,Resolution confirmed. Notes added.
13895,2740,Closed,56,2023-04-20 00:04,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13896,2741,Created,54,2023-05-11 01:51,,Open,Ticket created via Form
13897,2741,Assigned,54,2023-05-11 01:57,Unassigned,Agent 54,Auto-routed by category specialism match
13898,2741,Responded,54,2023-05-11 06:52,Open,In Progress,Initial response sent to client
13899,2741,Status Changed,54,2023-05-12 06:52,In Progress,Pending Client,Additional information requested
13900,2741,Resolved,54,2023-05-11 12:11,In Progress,Resolved,Resolution confirmed. Notes added.
13901,2742,Created,100,2024-05-27 05:16,,Open,Ticket created via Phone
13902,2742,Assigned,100,2024-05-27 05:22,Unassigned,Agent 100,Auto-routed by category specialism match
13903,2742,Responded,100,2024-05-27 06:59,Open,In Progress,Initial response sent to client
13904,2742,Status Changed,100,2024-05-27 17:59,In Progress,In Progress,Additional information requested
13905,2742,Resolved,100,2024-05-28 00:12,In Progress,Resolved,Resolution confirmed. Notes added.
13906,2743,Created,55,2024-07-19 17:09,,Open,Ticket created via Portal
13907,2743,Assigned,55,2024-07-19 17:29,Unassigned,Agent 55,Auto-routed by category specialism match
13908,2743,Responded,55,2024-07-19 20:36,Open,In Progress,Initial response sent to client
13909,2743,Status Changed,55,2024-07-20 14:36,In Progress,In Progress,Awaiting client confirmation
13910,2743,Resolved,55,2024-07-19 22:22,In Progress,Resolved,Resolution confirmed. Notes added.
13911,2743,Closed,55,2024-07-21 13:22,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13912,2744,Created,78,2024-03-12 09:16,,Open,Ticket created via Portal
13913,2744,Assigned,78,2024-03-12 09:36,Unassigned,Agent 78,Auto-routed by category specialism match
13914,2744,Responded,78,2024-03-12 10:12,Open,In Progress,Initial response sent to client
13915,2744,Status Changed,78,2024-03-13 07:12,In Progress,Pending Client,Query sent to insurer
13916,2744,Resolved,78,2024-03-13 06:20,In Progress,Resolved,Resolution confirmed. Notes added.
13917,2744,Closed,78,2024-03-13 08:20,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13918,2745,Created,72,2024-01-20 11:42,,Open,Ticket created via Portal
13919,2745,Assigned,72,2024-01-20 11:48,Unassigned,Agent 72,Auto-routed by category specialism match
13920,2745,Responded,72,2024-01-20 16:22,Open,In Progress,Initial response sent to client
13921,2745,Status Changed,72,2024-01-21 15:22,In Progress,In Progress,Awaiting client confirmation
13922,2745,Resolved,72,2024-01-22 04:35,In Progress,Resolved,Resolution confirmed. Notes added.
13923,2746,Created,91,2023-03-28 08:43,,Open,Ticket created via Portal
13924,2746,Assigned,91,2023-03-28 08:48,Unassigned,Agent 91,Auto-routed by category specialism match
13925,2746,Responded,91,2023-03-28 22:14,Open,In Progress,Initial response sent to client
13926,2746,Resolved,91,2023-03-30 21:01,In Progress,Resolved,Resolution confirmed. Notes added.
13927,2747,Created,24,2024-09-21 01:47,,Open,Ticket created via Email
13928,2747,Assigned,24,2024-09-21 02:05,Unassigned,Agent 24,Auto-routed by category specialism match
13929,2747,Responded,24,2024-09-21 04:29,Open,In Progress,Initial response sent to client
13930,2747,Status Changed,24,2024-09-21 20:29,In Progress,Pending Client,Query sent to insurer
13931,2747,Resolved,24,2024-09-21 12:22,In Progress,Resolved,Resolution confirmed. Notes added.
13932,2748,Created,52,2024-10-04 16:55,,Open,Ticket created via Portal
13933,2748,Assigned,52,2024-10-04 17:03,Unassigned,Agent 52,Auto-routed by category specialism match
13934,2748,Responded,52,2024-10-05 14:51,Open,In Progress,Initial response sent to client
13935,2748,Status Changed,52,2024-10-06 14:51,In Progress,In Progress,Pending document verification
13936,2748,Resolved,52,2024-10-06 19:03,In Progress,Resolved,Resolution confirmed. Notes added.
13937,2748,Closed,52,2024-10-09 04:03,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13938,2749,Created,40,2023-09-29 02:10,,Open,Ticket created via Portal
13939,2749,Assigned,40,2023-09-29 02:25,Unassigned,Agent 40,Auto-routed by category specialism match
13940,2749,Responded,40,2023-09-29 04:24,Open,In Progress,Initial response sent to client
13941,2749,Resolved,40,2023-09-29 23:06,In Progress,Resolved,Resolution confirmed. Notes added.
13942,2749,Closed,40,2023-09-30 06:06,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13943,2750,Created,1,2025-02-02 05:48,,Open,Ticket created via Email
13944,2750,Assigned,1,2025-02-02 05:55,Unassigned,Agent 1,Auto-routed by category specialism match
13945,2750,Responded,1,2025-02-02 07:56,Open,In Progress,Initial response sent to client
13946,2750,Status Changed,1,2025-02-02 23:56,In Progress,In Progress,Awaiting client confirmation
13947,2750,Resolved,1,2025-02-03 10:48,In Progress,Resolved,Resolution confirmed. Notes added.
13948,2751,Created,52,2024-07-19 21:27,,Open,Ticket created via Portal
13949,2751,Assigned,52,2024-07-19 21:31,Unassigned,Agent 52,Auto-routed by category specialism match
13950,2751,Responded,52,2024-07-20 00:47,Open,In Progress,Initial response sent to client
13951,2751,Resolved,52,2024-07-26 15:51,In Progress,Resolved,Resolution confirmed. Notes added.
13952,2752,Created,26,2023-06-02 02:23,,Open,Ticket created via Portal
13953,2752,Assigned,26,2023-06-02 02:30,Unassigned,Agent 26,Auto-routed by category specialism match
13954,2752,Responded,26,2023-06-02 03:37,Open,In Progress,Initial response sent to client
13955,2752,Status Changed,26,2023-06-02 13:37,In Progress,Pending Client,Query sent to insurer
13956,2752,Resolved,26,2023-06-02 13:04,In Progress,Resolved,Resolution confirmed. Notes added.
13957,2753,Created,23,2023-03-25 10:07,,Open,Ticket created via Email
13958,2753,Assigned,23,2023-03-25 10:12,Unassigned,Agent 23,Auto-routed by category specialism match
13959,2753,Responded,23,2023-03-25 11:28,Open,In Progress,Initial response sent to client
13960,2753,Status Changed,23,2023-03-26 02:28,In Progress,In Progress,Awaiting client confirmation
13961,2753,Resolved,23,2023-03-26 18:39,In Progress,Resolved,Resolution confirmed. Notes added.
13962,2753,Closed,23,2023-03-27 09:39,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13963,2754,Created,120,2023-04-07 22:22,,Open,Ticket created via Email
13964,2754,Assigned,120,2023-04-07 22:24,Unassigned,Agent 120,Auto-routed by category specialism match
13965,2754,Responded,120,2023-04-08 00:31,Open,In Progress,Initial response sent to client
13966,2754,Resolved,120,2023-04-08 16:09,In Progress,Resolved,Resolution confirmed. Notes added.
13967,2754,Closed,120,2023-04-11 09:09,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13968,2755,Created,76,2023-10-31 21:06,,Open,Ticket created via Phone
13969,2755,Assigned,76,2023-10-31 21:22,Unassigned,Agent 76,Auto-routed by category specialism match
13970,2755,Responded,76,2023-11-01 19:07,Open,In Progress,Initial response sent to client
13971,2755,Resolved,76,2023-11-03 04:54,In Progress,Resolved,Resolution confirmed. Notes added.
13972,2755,Closed,76,2023-11-05 11:54,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13973,2756,Created,31,2024-02-25 11:49,,Open,Ticket created via Email
13974,2756,Assigned,31,2024-02-25 12:02,Unassigned,Agent 31,Auto-routed by category specialism match
13975,2756,Responded,31,2024-02-25 15:04,Open,In Progress,Initial response sent to client
13976,2756,Status Changed,31,2024-02-26 06:04,In Progress,In Progress,Query sent to insurer
13977,2756,Resolved,31,2024-02-27 03:48,In Progress,Resolved,Resolution confirmed. Notes added.
13978,2756,Closed,31,2024-02-29 08:48,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13979,2757,Created,2,2024-10-22 06:15,,Open,Ticket created via Phone
13980,2757,Assigned,2,2024-10-22 06:32,Unassigned,Agent 2,Auto-routed by category specialism match
13981,2757,Responded,2,2024-10-22 09:17,Open,In Progress,Initial response sent to client
13982,2757,Status Changed,2,2024-10-22 17:17,In Progress,In Progress,Additional information requested
13983,2757,Resolved,2,2024-10-22 23:29,In Progress,Resolved,Resolution confirmed. Notes added.
13984,2758,Created,73,2023-03-05 12:43,,Open,Ticket created via Phone
13985,2758,Assigned,73,2023-03-05 12:50,Unassigned,Agent 73,Auto-routed by category specialism match
13986,2758,Responded,73,2023-03-05 13:24,Open,In Progress,Initial response sent to client
13987,2758,Resolved,73,2023-03-05 15:57,In Progress,Resolved,Resolution confirmed. Notes added.
13988,2758,Closed,73,2023-03-08 02:57,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13989,2759,Created,107,2023-01-28 04:28,,Open,Ticket created via Portal
13990,2759,Assigned,107,2023-01-28 04:43,Unassigned,Agent 107,Auto-routed by category specialism match
13991,2759,Responded,107,2023-01-28 07:39,Open,In Progress,Initial response sent to client
13992,2759,Status Changed,107,2023-01-28 17:39,In Progress,In Progress,Awaiting client confirmation
13993,2759,Resolved,107,2023-01-29 10:41,In Progress,Resolved,Resolution confirmed. Notes added.
13994,2760,Created,5,2023-07-19 01:44,,Open,Ticket created via Phone
13995,2760,Assigned,5,2023-07-19 02:00,Unassigned,Agent 5,Auto-routed by category specialism match
13996,2760,Responded,5,2023-07-19 03:13,Open,In Progress,Initial response sent to client
13997,2760,Resolved,5,2023-07-19 13:06,In Progress,Resolved,Resolution confirmed. Notes added.
13998,2760,Closed,5,2023-07-19 22:06,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
13999,2761,Created,71,2024-06-22 02:04,,Open,Ticket created via Phone
14000,2761,Assigned,71,2024-06-22 02:19,Unassigned,Agent 71,Auto-routed by category specialism match
14001,2761,Responded,71,2024-06-22 07:44,Open,In Progress,Initial response sent to client
14002,2761,Resolved,71,2024-06-23 16:50,In Progress,Resolved,Resolution confirmed. Notes added.
14003,2762,Created,117,2024-03-27 19:40,,Open,Ticket created via Phone
14004,2762,Assigned,117,2024-03-27 19:56,Unassigned,Agent 117,Auto-routed by category specialism match
14005,2762,Responded,117,2024-03-28 12:25,Open,In Progress,Initial response sent to client
14006,2762,Status Changed,117,2024-03-28 15:25,In Progress,Pending Client,Query sent to insurer
14007,2762,Resolved,117,2024-03-30 22:50,In Progress,Resolved,Resolution confirmed. Notes added.
14008,2762,Closed,117,2024-04-02 02:50,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14009,2763,Created,19,2023-09-25 10:49,,Open,Ticket created via Email
14010,2763,Assigned,19,2023-09-25 10:55,Unassigned,Agent 19,Auto-routed by category specialism match
14011,2763,Responded,19,2023-09-25 15:09,Open,In Progress,Initial response sent to client
14012,2763,Status Changed,19,2023-09-26 04:09,In Progress,In Progress,Pending document verification
14013,2763,Resolved,19,2023-09-26 21:58,In Progress,Resolved,Resolution confirmed. Notes added.
14014,2764,Created,93,2023-12-23 14:17,,Open,Ticket created via Portal
14015,2764,Assigned,93,2023-12-23 14:35,Unassigned,Agent 93,Auto-routed by category specialism match
14016,2764,Responded,93,2023-12-24 09:19,Open,In Progress,Initial response sent to client
14017,2764,Status Changed,93,2023-12-24 22:19,In Progress,Pending Client,Awaiting client confirmation
14018,2764,Resolved,93,2023-12-25 22:29,In Progress,Resolved,Resolution confirmed. Notes added.
14019,2764,Closed,93,2023-12-27 14:29,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14020,2765,Created,98,2023-11-03 11:29,,Open,Ticket created via Portal
14021,2765,Assigned,98,2023-11-03 11:45,Unassigned,Agent 98,Auto-routed by category specialism match
14022,2765,Responded,98,2023-11-03 15:04,Open,In Progress,Initial response sent to client
14023,2765,Resolved,98,2023-11-05 01:28,In Progress,Resolved,Resolution confirmed. Notes added.
14024,2765,Closed,98,2023-11-06 16:28,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14025,2766,Created,50,2024-01-25 06:33,,Open,Ticket created via Portal
14026,2766,Assigned,50,2024-01-25 06:51,Unassigned,Agent 50,Auto-routed by category specialism match
14027,2766,Responded,50,2024-01-25 09:51,Open,In Progress,Initial response sent to client
14028,2766,Status Changed,50,2024-01-26 02:51,In Progress,In Progress,Awaiting client confirmation
14029,2766,Resolved,50,2024-01-26 09:02,In Progress,Resolved,Resolution confirmed. Notes added.
14030,2766,Closed,50,2024-01-27 08:02,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14031,2767,Created,111,2024-09-13 09:37,,Open,Ticket created via Phone
14032,2767,Assigned,111,2024-09-13 09:52,Unassigned,Agent 111,Auto-routed by category specialism match
14033,2767,Responded,111,2024-09-13 14:40,Open,In Progress,Initial response sent to client
14034,2767,Status Changed,111,2024-09-14 08:40,In Progress,In Progress,Additional information requested
14035,2767,Resolved,111,2024-09-14 10:59,In Progress,Resolved,Resolution confirmed. Notes added.
14036,2768,Created,25,2024-10-01 16:12,,Open,Ticket created via Portal
14037,2768,Assigned,25,2024-10-01 16:16,Unassigned,Agent 25,Auto-routed by category specialism match
14038,2768,Responded,25,2024-10-01 20:26,Open,In Progress,Initial response sent to client
14039,2768,Resolved,25,2024-10-03 05:14,In Progress,Resolved,Resolution confirmed. Notes added.
14040,2768,Closed,25,2024-10-03 07:14,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14041,2769,Created,20,2023-12-07 09:53,,Open,Ticket created via Portal
14042,2769,Assigned,20,2023-12-07 09:55,Unassigned,Agent 20,Auto-routed by category specialism match
14043,2769,Responded,20,2023-12-07 10:41,Open,In Progress,Initial response sent to client
14044,2769,Resolved,20,2023-12-07 23:35,In Progress,Resolved,Resolution confirmed. Notes added.
14045,2770,Created,119,2023-08-08 13:32,,Open,Ticket created via Portal
14046,2770,Assigned,119,2023-08-08 13:41,Unassigned,Agent 119,Auto-routed by category specialism match
14047,2770,Responded,119,2023-08-08 16:15,Open,In Progress,Initial response sent to client
14048,2770,Status Changed,119,2023-08-09 07:15,In Progress,In Progress,Additional information requested
14049,2770,Resolved,119,2023-08-09 10:35,In Progress,Resolved,Resolution confirmed. Notes added.
14050,2770,Closed,119,2023-08-11 19:35,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14051,2771,Created,14,2023-10-13 08:12,,Open,Ticket created via Email
14052,2771,Assigned,14,2023-10-13 08:14,Unassigned,Agent 14,Auto-routed by category specialism match
14053,2771,Responded,14,2023-10-13 11:37,Open,In Progress,Initial response sent to client
14054,2771,Resolved,14,2023-10-15 11:16,In Progress,Resolved,Resolution confirmed. Notes added.
14055,2771,Closed,14,2023-10-17 21:16,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14056,2772,Created,78,2024-11-17 06:28,,Open,Ticket created via Portal
14057,2772,Assigned,78,2024-11-17 06:32,Unassigned,Agent 78,Auto-routed by category specialism match
14058,2772,Responded,78,2024-11-17 10:23,Open,In Progress,Initial response sent to client
14059,2772,Resolved,78,2024-11-22 16:44,In Progress,Resolved,Resolution confirmed. Notes added.
14060,2773,Created,9,2024-02-22 10:08,,Open,Ticket created via Portal
14061,2773,Assigned,9,2024-02-22 10:22,Unassigned,Agent 9,Auto-routed by category specialism match
14062,2773,Responded,9,2024-02-22 11:27,Open,In Progress,Initial response sent to client
14063,2773,Resolved,9,2024-02-24 03:51,In Progress,Resolved,Resolution confirmed. Notes added.
14064,2773,Closed,9,2024-02-26 00:51,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14065,2774,Created,104,2024-01-26 07:29,,Open,Ticket created via Email
14066,2774,Assigned,104,2024-01-26 07:36,Unassigned,Agent 104,Auto-routed by category specialism match
14067,2774,Responded,104,2024-01-26 11:54,Open,In Progress,Initial response sent to client
14068,2774,Resolved,104,2024-01-26 19:39,In Progress,Resolved,Resolution confirmed. Notes added.
14069,2774,Closed,104,2024-01-28 05:39,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14070,2775,Created,7,2024-04-16 02:00,,Open,Ticket created via Phone
14071,2775,Assigned,7,2024-04-16 02:20,Unassigned,Agent 7,Auto-routed by category specialism match
14072,2775,Responded,7,2024-04-16 03:54,Open,In Progress,Initial response sent to client
14073,2775,Status Changed,7,2024-04-16 23:54,In Progress,In Progress,Awaiting client confirmation
14074,2775,Resolved,7,2024-04-16 18:13,In Progress,Resolved,Resolution confirmed. Notes added.
14075,2775,Closed,7,2024-04-17 12:13,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14076,2776,Created,97,2024-03-05 04:40,,Open,Ticket created via Phone
14077,2776,Assigned,97,2024-03-05 04:51,Unassigned,Agent 97,Auto-routed by category specialism match
14078,2776,Responded,97,2024-03-05 06:55,Open,In Progress,Initial response sent to client
14079,2776,Status Changed,97,2024-03-06 06:55,In Progress,Pending Client,Query sent to insurer
14080,2776,Resolved,97,2024-03-07 07:57,In Progress,Resolved,Resolution confirmed. Notes added.
14081,2776,Closed,97,2024-03-09 05:57,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14082,2777,Created,45,2023-08-24 11:42,,Open,Ticket created via Phone
14083,2777,Assigned,45,2023-08-24 11:54,Unassigned,Agent 45,Auto-routed by category specialism match
14084,2777,Responded,45,2023-08-25 00:52,Open,In Progress,Initial response sent to client
14085,2777,Status Changed,45,2023-08-25 21:52,In Progress,Pending Client,Additional information requested
14086,2777,Resolved,45,2023-08-27 21:47,In Progress,Resolved,Resolution confirmed. Notes added.
14087,2778,Created,102,2024-08-05 10:27,,Open,Ticket created via Portal
14088,2778,Assigned,102,2024-08-05 10:31,Unassigned,Agent 102,Auto-routed by category specialism match
14089,2778,Responded,102,2024-08-05 13:17,Open,In Progress,Initial response sent to client
14090,2778,Status Changed,102,2024-08-05 22:17,In Progress,Pending Client,Query sent to insurer
14091,2778,Resolved,102,2024-08-05 15:31,In Progress,Resolved,Resolution confirmed. Notes added.
14092,2778,Closed,102,2024-08-06 15:31,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14093,2779,Created,99,2023-06-16 09:28,,Open,Ticket created via Email
14094,2779,Assigned,99,2023-06-16 09:41,Unassigned,Agent 99,Auto-routed by category specialism match
14095,2779,Responded,99,2023-06-16 17:24,Open,In Progress,Initial response sent to client
14096,2779,Resolved,99,2023-06-17 14:37,In Progress,Resolved,Resolution confirmed. Notes added.
14097,2779,Closed,99,2023-06-18 16:37,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14098,2780,Created,79,2024-07-19 20:50,,Open,Ticket created via Email
14099,2780,Assigned,79,2024-07-19 21:03,Unassigned,Agent 79,Auto-routed by category specialism match
14100,2780,Responded,79,2024-07-20 02:00,Open,In Progress,Initial response sent to client
14101,2780,Resolved,79,2024-07-20 04:11,In Progress,Resolved,Resolution confirmed. Notes added.
14102,2780,Closed,79,2024-07-21 09:11,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14103,2781,Created,76,2023-10-29 05:16,,Open,Ticket created via Form
14104,2781,Assigned,76,2023-10-29 05:33,Unassigned,Agent 76,Auto-routed by category specialism match
14105,2781,Responded,76,2023-10-30 03:35,Open,In Progress,Initial response sent to client
14106,2781,Status Changed,76,2023-10-30 11:35,In Progress,Pending Client,Awaiting client confirmation
14107,2781,Resolved,76,2023-11-05 09:34,In Progress,Resolved,Resolution confirmed. Notes added.
14108,2781,Closed,76,2023-11-08 03:34,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14109,2782,Created,20,2024-01-04 12:05,,Open,Ticket created via Portal
14110,2782,Assigned,20,2024-01-04 12:15,Unassigned,Agent 20,Auto-routed by category specialism match
14111,2782,Responded,20,2024-01-04 15:41,Open,In Progress,Initial response sent to client
14112,2782,Status Changed,20,2024-01-05 14:41,In Progress,In Progress,Awaiting client confirmation
14113,2782,Resolved,20,2024-01-07 17:53,In Progress,Resolved,Resolution confirmed. Notes added.
14114,2782,Closed,20,2024-01-10 02:53,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14115,2783,Created,15,2024-03-25 10:35,,Open,Ticket created via Portal
14116,2783,Assigned,15,2024-03-25 10:39,Unassigned,Agent 15,Auto-routed by category specialism match
14117,2783,Responded,15,2024-03-25 12:59,Open,In Progress,Initial response sent to client
14118,2783,Status Changed,15,2024-03-26 10:59,In Progress,Pending Client,Query sent to insurer
14119,2783,Resolved,15,2024-03-25 20:00,In Progress,Resolved,Resolution confirmed. Notes added.
14120,2784,Created,105,2023-10-26 09:00,,Open,Ticket created via Email
14121,2784,Assigned,105,2023-10-26 09:18,Unassigned,Agent 105,Auto-routed by category specialism match
14122,2784,Responded,105,2023-10-26 09:27,Open,In Progress,Initial response sent to client
14123,2784,Resolved,105,2023-10-27 01:55,In Progress,Resolved,Resolution confirmed. Notes added.
14124,2784,Closed,105,2023-10-29 20:55,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14125,2785,Created,15,2025-02-02 23:22,,Open,Ticket created via Email
14126,2785,Assigned,15,2025-02-02 23:39,Unassigned,Agent 15,Auto-routed by category specialism match
14127,2785,Responded,15,2025-02-03 00:44,Open,In Progress,Initial response sent to client
14128,2785,Resolved,15,2025-02-03 04:21,In Progress,Resolved,Resolution confirmed. Notes added.
14129,2786,Created,20,2023-10-26 20:14,,Open,Ticket created via Email
14130,2786,Assigned,20,2023-10-26 20:22,Unassigned,Agent 20,Auto-routed by category specialism match
14131,2786,Responded,20,2023-10-27 03:22,Open,In Progress,Initial response sent to client
14132,2786,Status Changed,20,2023-10-27 05:22,In Progress,Pending Client,Awaiting client confirmation
14133,2786,Resolved,20,2023-10-29 06:41,In Progress,Resolved,Resolution confirmed. Notes added.
14134,2787,Created,100,2023-11-13 19:17,,Open,Ticket created via Phone
14135,2787,Assigned,100,2023-11-13 19:35,Unassigned,Agent 100,Auto-routed by category specialism match
14136,2787,Responded,100,2023-11-14 01:24,Open,In Progress,Initial response sent to client
14137,2787,Status Changed,100,2023-11-14 22:24,In Progress,Pending Client,Query sent to insurer
14138,2788,Created,76,2023-11-09 18:15,,Open,Ticket created via Email
14139,2788,Assigned,76,2023-11-09 18:18,Unassigned,Agent 76,Auto-routed by category specialism match
14140,2788,Responded,76,2023-11-10 08:19,Open,In Progress,Initial response sent to client
14141,2788,Status Changed,76,2023-11-10 23:19,In Progress,In Progress,Pending document verification
14142,2788,Resolved,76,2023-11-16 04:42,In Progress,Resolved,Resolution confirmed. Notes added.
14143,2789,Created,31,2024-08-03 22:05,,Open,Ticket created via Portal
14144,2789,Assigned,31,2024-08-03 22:19,Unassigned,Agent 31,Auto-routed by category specialism match
14145,2789,Responded,31,2024-08-04 00:44,Open,In Progress,Initial response sent to client
14146,2789,Resolved,31,2024-08-07 11:51,In Progress,Resolved,Resolution confirmed. Notes added.
14147,2789,Closed,31,2024-08-09 04:51,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14148,2790,Created,54,2023-07-22 16:09,,Open,Ticket created via Portal
14149,2790,Assigned,54,2023-07-22 16:29,Unassigned,Agent 54,Auto-routed by category specialism match
14150,2790,Responded,54,2023-07-22 19:10,Open,In Progress,Initial response sent to client
14151,2790,Resolved,54,2023-07-23 14:03,In Progress,Resolved,Resolution confirmed. Notes added.
14152,2790,Closed,54,2023-07-24 01:03,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14153,2791,Created,43,2023-06-10 23:17,,Open,Ticket created via Phone
14154,2791,Assigned,43,2023-06-10 23:36,Unassigned,Agent 43,Auto-routed by category specialism match
14155,2791,Responded,43,2023-06-11 01:59,Open,In Progress,Initial response sent to client
14156,2791,Resolved,43,2023-06-15 22:43,In Progress,Resolved,Resolution confirmed. Notes added.
14157,2791,Closed,43,2023-06-18 12:43,Resolved,Closed,Client confirmed satisfaction. Ticket closed.
14158,2792,Created,79,2024-12-17 19:44,,Open,Ticket created via Form
14159,2792,Assigned,79,2024-12-17 19:56,Unassigned,Agent 79,Auto-routed by category specialism match
14160,2792,Responded,79,2024-12-17 20:22,Open,In Progress,Initial response sent to client
14161,2792,Status Changed,79,2024-12-18 20:22,In Progress,Pending Client,Awaiting client confirmation
14162,2792,Resolved,79,2024-12-18 01:03,In Progress,Resolved,Resolution confirmed. Notes added.
